what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1438278079876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278082221
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278087110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278088295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278341918
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278342992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278345891
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278440319
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278444323
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278452703
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1438278452716
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1438278465864
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278469277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278472477
failed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1438278472498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278474681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278492468
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1438278496370
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278497110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278532326
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1438278532341
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278534380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278691205
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1438278696190
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278705731
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.ui",1438278713284
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1438278713289
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1438278713295
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1438278713470
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1438278713575
started,bundle,org.eclipse.jst.j2ee.web,1.1.402.v201008242000,"org.eclipse.jst.j2ee.web",1438278713589
started,bundle,org.eclipse.jst.common.frameworks,1.1.402.v201009081300,"org.eclipse.jst.common.frameworks",1438278713601
started,bundle,org.eclipse.jst.j2ee.ui,1.1.402.v201009080200,"org.eclipse.jst.j2ee.ui",1438278713750
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1438278751423
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.202.v20100818b,"org.eclipse.jst.server.tomcat.core",1438278751431
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1438278751442
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1438278780783
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1438278827134
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1438278863390
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1438278949802
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1438278949881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278986750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1438278986771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278988821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278990267
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1438278992075
